# SignalP-5.0	Organism: Eukarya	Timestamp: 20191022231331
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
O95389	SP(Sec/SPI)	0.998302	0.001698	CS pos: 23-24. VQG-TG. Pr: 0.7109
P29017	SP(Sec/SPI)	0.995886	0.004114	CS pos: 21-22. ADA-SQ. Pr: 0.7258
Q8IZV2	OTHER	0.000304	0.999696	
Q8WTS1	OTHER	0.001709	0.998291	
P09326	SP(Sec/SPI)	0.864133	0.135867	CS pos: 28-29. IQG-HL. Pr: 0.6732
Q86W10	OTHER	0.008803	0.991197	
P35523	OTHER	0.001323	0.998677	
Q96B23	OTHER	0.000745	0.999255	
Q9HB09	OTHER	0.010845	0.989155	
Q9NPU4	OTHER	0.021507	0.978493	
O43633	OTHER	0.001169	0.998831	
Q4VNC0	OTHER	0.000332	0.999668	
Q6ULP2	OTHER	0.000418	0.999582	
Q99758	OTHER	0.001176	0.998824	
O60477	SP(Sec/SPI)	0.897281	0.102719	CS pos: 22-23. VQP-SH. Pr: 0.3883
P01730	SP(Sec/SPI)	0.990866	0.009134	CS pos: 25-26. TQG-KK. Pr: 0.8777
Q6QNK2	SP(Sec/SPI)	0.677432	0.322568	CS pos: 25-26. VRG-VY. Pr: 0.4126
P17655	OTHER	0.001997	0.998003	
Q16850	OTHER	0.036953	0.963047	
P50750	OTHER	0.000303	0.999697	
Q86U02	OTHER	0.005408	0.994592	
P22003	OTHER	0.262489	0.737511	
P20908	SP(Sec/SPI)	0.998670	0.001330	CS pos: 36-37. SRA-AQ. Pr: 0.9082
O14757	OTHER	0.000817	0.999183	
Q8WXQ3	OTHER	0.001683	0.998317	
P78363	OTHER	0.012132	0.987868	
Q9UQN3	OTHER	0.000210	0.999790	
Q14246	SP(Sec/SPI)	0.992689	0.007311	CS pos: 19-20. SWE-GH. Pr: 0.2659
Q9BZR8	OTHER	0.000553	0.999447	
Q96I13	OTHER	0.077990	0.922010	
Q5TBC7	OTHER	0.003624	0.996376	
Q8TDN7	OTHER	0.000992	0.999008	
Q8TDX6	OTHER	0.032504	0.967496	
P34820	SP(Sec/SPI)	0.879337	0.120663	CS pos: 21-22. GGG-GP. Pr: 0.3412
A1L429	OTHER	0.001775	0.998225	
O15484	OTHER	0.003415	0.996585	
P53677	OTHER	0.001774	0.998226	
Q8NE35	OTHER	0.000721	0.999279	
Q7Z460	OTHER	0.001223	0.998777	
A6NHC0	OTHER	0.002398	0.997602	
Q17RY0	OTHER	0.001200	0.998800	
P20273	SP(Sec/SPI)	0.995744	0.004256	CS pos: 19-20. AFS-DS. Pr: 0.5650
O43423	OTHER	0.000361	0.999639	
Q86UK0	OTHER	0.002692	0.997308	
Q9BZW8	SP(Sec/SPI)	0.972848	0.027152	CS pos: 21-22. GKG-CQ. Pr: 0.5177
Q9BTT0	OTHER	0.000231	0.999769	
Q2VPA4	SP(Sec/SPI)	0.974100	0.025900	CS pos: 32-33. SFS-DQ. Pr: 0.6586
Q8WVX3	OTHER	0.000724	0.999276	
Q4VX62	OTHER	0.001762	0.998238	
Q7Z4R8	SP(Sec/SPI)	0.996119	0.003881	CS pos: 29-30. GSC-AD. Pr: 0.5529
P15509	SP(Sec/SPI)	0.795799	0.204201	CS pos: 19-20. AFL-LI. Pr: 0.4553
Q96Q91	OTHER	0.002692	0.997308	
P0C7V0	OTHER	0.001631	0.998369	
Q32M45	OTHER	0.000723	0.999277	
Q96AP0	OTHER	0.003207	0.996793	
Q6RI45	OTHER	0.000343	0.999657	
O94910	SP(Sec/SPI)	0.965595	0.034405	CS pos: 24-25. TQG-LS. Pr: 0.2835
P23786	OTHER	0.002293	0.997707	
Q05048	OTHER	0.004033	0.995967	
Q9BVV8	SP(Sec/SPI)	0.997623	0.002377	CS pos: 26-27. CGA-EE. Pr: 0.8850
Q9H1Y0	OTHER	0.000991	0.999009	
Q13015	OTHER	0.003998	0.996002	
Q7Z408	OTHER	0.018081	0.981919	
Q8N8E3	OTHER	0.000630	0.999370	
Q5VVS0	OTHER	0.002006	0.997994	
Q5VVC0	OTHER	0.000731	0.999269	
Q96BT7	OTHER	0.000436	0.999564	
Q2WEN9	SP(Sec/SPI)	0.953743	0.046257	CS pos: 20-21. VGA-EI. Pr: 0.8671
Q6PK04	OTHER	0.000581	0.999419	
Q8WWF1	SP(Sec/SPI)	0.969216	0.030784	CS pos: 16-17. ILG-QE. Pr: 0.8817
Q9P0B6	OTHER	0.000293	0.999707	
O95273	OTHER	0.001287	0.998713	
P03950	SP(Sec/SPI)	0.996707	0.003293	CS pos: 24-25. TLA-QD. Pr: 0.9538
Q8N5C1	OTHER	0.006454	0.993546	
P24385	OTHER	0.001219	0.998781	
Q8N5Z0	OTHER	0.001753	0.998247	
O95319	OTHER	0.001210	0.998790	
Q9NXU5	OTHER	0.013387	0.986613	
Q9HBK9	OTHER	0.000517	0.999483	
P30459	SP(Sec/SPI)	0.994899	0.005101	CS pos: 24-25. TRA-GS. Pr: 0.8407
Q14746	OTHER	0.000289	0.999711	
Q3SXY8	OTHER	0.041538	0.958462	
P28288	OTHER	0.219124	0.780876	
P40617	OTHER	0.006227	0.993773	
Q9UKV8	OTHER	0.009458	0.990542	
Q9UKF2	SP(Sec/SPI)	0.950985	0.049015	CS pos: 27-28. SLG-ED. Pr: 0.8556
P29372	OTHER	0.001779	0.998221	
Q9NYX4	OTHER	0.003060	0.996940	
O43303	OTHER	0.000191	0.999809	
Q6ZU64	OTHER	0.001589	0.998411	
P0DMU9	OTHER	0.000443	0.999557	
P18846	OTHER	0.000252	0.999748	
Q95365	SP(Sec/SPI)	0.987859	0.012141	CS pos: 24-25. TWA-GS. Pr: 0.8587
P35869	OTHER	0.000492	0.999508	
Q5T742	SP(Sec/SPI)	0.932232	0.067768	CS pos: 28-29. ASC-DP. Pr: 0.5976
Q9NR71	OTHER	0.024077	0.975923	
Q96RK0	OTHER	0.022515	0.977485	
Q9NVJ2	OTHER	0.005651	0.994349	
P17174	OTHER	0.001150	0.998850	
P60953	OTHER	0.006056	0.993944	
Q6ZQR2	OTHER	0.001022	0.998978	
Q6ZRC1	OTHER	0.000655	0.999345	
P54284	OTHER	0.001055	0.998945	
P18464	SP(Sec/SPI)	0.984833	0.015167	CS pos: 24-25. TWA-GS. Pr: 0.8315
Q8N8I6	OTHER	0.001018	0.998982	
Q9UH62	OTHER	0.414461	0.585539	
P11049	OTHER	0.000722	0.999278	
P29972	OTHER	0.028519	0.971481	
Q9BY67	SP(Sec/SPI)	0.935229	0.064771	CS pos: 44-45. GDG-QN. Pr: 0.8366
Q31610	SP(Sec/SPI)	0.975893	0.024107	CS pos: 24-25. TWA-GS. Pr: 0.8042
Q8IV38	OTHER	0.001296	0.998704	
Q156A1	OTHER	0.000639	0.999361	
Q92843	OTHER	0.000957	0.999043	
P28566	OTHER	0.001041	0.998959	
O96005	OTHER	0.004183	0.995817	
O15528	OTHER	0.001513	0.998487	
Q16696	OTHER	0.289977	0.710023	
Q6ZSI9	OTHER	0.000776	0.999224	
Q9BZ19	OTHER	0.001867	0.998133	
A6NGH8	OTHER	0.001304	0.998696	
Q16667	OTHER	0.001056	0.998944	
P0CG37	SP(Sec/SPI)	0.857928	0.142072	CS pos: 25-26. GNS-YQ. Pr: 0.6586
P54707	OTHER	0.000404	0.999596	
Q00535	OTHER	0.000330	0.999670	
Q99873	OTHER	0.000731	0.999269	
C9JTQ0	OTHER	0.001205	0.998795	
Q8IZ96	OTHER	0.002455	0.997545	
P03928	OTHER	0.438224	0.561776	
Q9H2U6	OTHER	0.000996	0.999004	
O14579	OTHER	0.002506	0.997494	
Q5VXM1	SP(Sec/SPI)	0.998071	0.001929	CS pos: 22-23. LQA-QA. Pr: 0.5166
E5RJM6	OTHER	0.000119	0.999881	
P54132	OTHER	0.000267	0.999733	
F2Z3M2	OTHER	0.009514	0.990486	
Q7Z3C6	OTHER	0.000404	0.999596	
P22570	OTHER	0.024763	0.975237	
Q6ZRI6	OTHER	0.004209	0.995791	
Q9UJ99	SP(Sec/SPI)	0.858628	0.141372	CS pos: 34-35. LLG-RL. Pr: 0.3421
Q9BW66	OTHER	0.000763	0.999237	
Q6NT55	OTHER	0.000443	0.999557	
Q8IZR5	OTHER	0.003420	0.996580	
P51801	OTHER	0.000501	0.999499	
P31146	OTHER	0.002912	0.997088	
Q9NRB3	OTHER	0.080878	0.919122	
Q69YN2	OTHER	0.001754	0.998246	
Q53S33	OTHER	0.001634	0.998366	
Q08722	SP(Sec/SPI)	0.995364	0.004636	CS pos: 18-19. GSA-QL. Pr: 0.4569
Q8N1D0	OTHER	0.000622	0.999378	
Q8NCH0	OTHER	0.046901	0.953099	
Q9H7T9	OTHER	0.001759	0.998241	
Q8TDQ1	SP(Sec/SPI)	0.992322	0.007678	CS pos: 17-18. GYS-IV. Pr: 0.5182
Q8IUI8	OTHER	0.000643	0.999357	
Q9H9P2	SP(Sec/SPI)	0.985093	0.014907	CS pos: 21-22. AFC-RR. Pr: 0.6649
Q674R7	OTHER	0.002383	0.997617	
Q8N8G6	OTHER	0.001171	0.998829	
Q8N910	OTHER	0.002444	0.997556	
P46527	OTHER	0.000818	0.999182	
Q8IXH8	SP(Sec/SPI)	0.944560	0.055440	CS pos: 29-30. IDS-VQ. Pr: 0.4971
Q9H7F0	OTHER	0.000240	0.999760	
Q2M2I8	OTHER	0.001384	0.998616	
Q7Z6G8	OTHER	0.001482	0.998518	
O14744	OTHER	0.001738	0.998262	
Q08708	SP(Sec/SPI)	0.942830	0.057170	CS pos: 32-33. TVA-GP. Pr: 0.3918
Q9UJA2	OTHER	0.022628	0.977372	
Q8WXC6	OTHER	0.000752	0.999248	
P20248	OTHER	0.003767	0.996233	
Q6QEF8	OTHER	0.001827	0.998173	
A8K4G0	SP(Sec/SPI)	0.997922	0.002078	CS pos: 17-18. CFS-IQ. Pr: 0.6276
P02750	SP(Sec/SPI)	0.986128	0.013872	CS pos: 35-36. AWG-VT. Pr: 0.7756
Q52M58	OTHER	0.002965	0.997035	
P51788	OTHER	0.003627	0.996373	
Q8N769	OTHER	0.001015	0.998985	
Q9NQ94	OTHER	0.000953	0.999047	
Q9Y6U3	OTHER	0.000657	0.999343	
Q76B58	OTHER	0.195513	0.804487	
Q9NNX6	OTHER	0.001180	0.998820	
Q9NQ92	OTHER	0.002731	0.997269	
Q9NVV5	OTHER	0.184768	0.815232	
O15431	OTHER	0.000625	0.999375	
Q68DQ2	OTHER	0.000841	0.999159	
P18075	SP(Sec/SPI)	0.860962	0.139038	CS pos: 29-30. ALA-DF. Pr: 0.8251
Q13111	OTHER	0.000660	0.999340	
Q9H0P0	OTHER	0.019593	0.980407	
Q9NPC4	OTHER	0.001466	0.998534	
O75882	OTHER	0.089563	0.910437	
Q6UXA7	SP(Sec/SPI)	0.954874	0.045126	CS pos: 26-27. LFA-RS. Pr: 0.7284
Q6ICH7	OTHER	0.007625	0.992375	
Q7Z5L3	SP(Sec/SPI)	0.979129	0.020871	CS pos: 21-22. GAA-HY. Pr: 0.7133
Q8N2N9	OTHER	0.000427	0.999573	
P22303	SP(Sec/SPI)	0.976882	0.023118	CS pos: 31-32. VGA-EG. Pr: 0.6823
Q9Y6B7	OTHER	0.000564	0.999436	
O00238	OTHER	0.011141	0.988859	
Q9BXJ4	SP(Sec/SPI)	0.998685	0.001315	CS pos: 22-23. CLC-QD. Pr: 0.9392
Q9BXJ2	SP(Sec/SPI)	0.955412	0.044588	CS pos: 16-17. ASG-QP. Pr: 0.6759
Q99062	SP(Sec/SPI)	0.967203	0.032797	CS pos: 23-24. GSL-EE. Pr: 0.2889
P03951	SP(Sec/SPI)	0.980035	0.019965	CS pos: 18-19. VSG-EC. Pr: 0.8193
Q9BXJ3	SP(Sec/SPI)	0.986799	0.013201	CS pos: 16-17. CWA-LG. Pr: 0.8767
Q96S65	OTHER	0.001121	0.998879	
Q9H324	SP(Sec/SPI)	0.926445	0.073555	CS pos: 25-26. THA-FR. Pr: 0.8961
Q8WYN3	OTHER	0.001515	0.998485	
Q7Z5W3	OTHER	0.001201	0.998799	
Q96KP4	OTHER	0.000327	0.999673	
Q6IWH7	OTHER	0.024996	0.975004	
Q6UB35	OTHER	0.000520	0.999480	
Q7Z449	OTHER	0.010402	0.989598	
Q9UKZ1	OTHER	0.001232	0.998768	
Q5TA50	OTHER	0.000499	0.999501	
Q96LI5	OTHER	0.001217	0.998783	
Q9NZN8	OTHER	0.000822	0.999178	
Q12830	OTHER	0.004342	0.995658	
P0DMV1	OTHER	0.000443	0.999557	
Q9UL16	OTHER	0.000955	0.999045	
Q9ULV3	OTHER	0.001489	0.998511	
Q8IUQ0	OTHER	0.000462	0.999538	
Q5BKX5	OTHER	0.003413	0.996587	
Q9UFF9	OTHER	0.000952	0.999048	
Q8N944	OTHER	0.001086	0.998914	
P0C7T5	OTHER	0.001559	0.998441	
Q16671	SP(Sec/SPI)	0.710619	0.289381	CS pos: 17-18. VEA-PP. Pr: 0.4746
Q9UM13	OTHER	0.002230	0.997770	
O95429	OTHER	0.006214	0.993786	
Q13319	OTHER	0.004453	0.995547	
Q9H425	OTHER	0.000498	0.999502	
Q6ZP65	OTHER	0.011469	0.988531	
Q8N6H7	OTHER	0.000602	0.999398	
Q96QF7	OTHER	0.000277	0.999723	
P53701	OTHER	0.047413	0.952587	
A8MTZ0	OTHER	0.000306	0.999694	
P14091	SP(Sec/SPI)	0.998877	0.001123	CS pos: 17-18. GEA-QG. Pr: 0.4789
P35609	OTHER	0.000408	0.999592	
Q6P4E1	OTHER	0.011541	0.988459	
P01891	SP(Sec/SPI)	0.974609	0.025391	CS pos: 24-25. TWA-GS. Pr: 0.8612
O60909	OTHER	0.012096	0.987904	
Q6ZP68	OTHER	0.003628	0.996372	
P35612	OTHER	0.000364	0.999636	
Q14061	OTHER	0.002304	0.997696	
P30492	SP(Sec/SPI)	0.993537	0.006463	CS pos: 24-25. TWA-GS. Pr: 0.8699
P00505	OTHER	0.032719	0.967281	
Q9P2B7	OTHER	0.000494	0.999506	
P00751	SP(Sec/SPI)	0.978248	0.021752	CS pos: 25-26. VTT-TP. Pr: 0.5707
Q8WXI3	OTHER	0.006316	0.993684	
P07766	SP(Sec/SPI)	0.998646	0.001354	CS pos: 21-22. VWG-QD. Pr: 0.9858
O15254	OTHER	0.000563	0.999437	
Q6ZTQ4	SP(Sec/SPI)	0.921890	0.078110	CS pos: 19-20. GEA-LH. Pr: 0.7614
Q86X59	OTHER	0.000584	0.999416	
P58418	OTHER	0.298711	0.701289	
P49759	OTHER	0.001138	0.998862	
Q12864	SP(Sec/SPI)	0.974948	0.025052	CS pos: 22-23. GYG-QE. Pr: 0.8719
P07307	OTHER	0.001283	0.998717	
Q9NSY1	OTHER	0.001355	0.998645	
Q96BJ3	OTHER	0.001236	0.998764	
P28335	SP(Sec/SPI)	0.692914	0.307086	CS pos: 32-33. VAA-IV. Pr: 0.2558
Q9UH17	OTHER	0.000499	0.999501	
A4D174	OTHER	0.000693	0.999307	
Q9H159	SP(Sec/SPI)	0.971103	0.028897	CS pos: 21-22. CLG-AT. Pr: 0.6054
P0CG36	SP(Sec/SPI)	0.857928	0.142072	CS pos: 25-26. GNS-YQ. Pr: 0.6586
A0A1B0GTH6	OTHER	0.004990	0.995010	
Q9H1Z8	SP(Sec/SPI)	0.935318	0.064682	CS pos: 31-32. ISG-NK. Pr: 0.6538
Q9NRW3	OTHER	0.000704	0.999296	
O75808	OTHER	0.001748	0.998252	
Q99467	SP(Sec/SPI)	0.935672	0.064328	CS pos: 23-24. ITS-WD. Pr: 0.2854
Q9H5V8	SP(Sec/SPI)	0.956380	0.043620	CS pos: 29-30. AEA-FE. Pr: 0.8125
P12645	SP(Sec/SPI)	0.993584	0.006416	CS pos: 22-23. AQG-ER. Pr: 0.8782
Q9H336	OTHER	0.341499	0.658501	
Q9HBT6	OTHER	0.337388	0.662612	
Q8TAZ6	OTHER	0.002969	0.997031	
Q9H0B8	SP(Sec/SPI)	0.939194	0.060806	CS pos: 22-23. SQG-YL. Pr: 0.8560
Q32M92	OTHER	0.002455	0.997545	
Q8WXA8	SP(Sec/SPI)	0.993817	0.006183	CS pos: 27-28. GDA-FT. Pr: 0.8984
Q9HD20	OTHER	0.002994	0.997006	
A0A1B0GUU1	OTHER	0.001212	0.998788	
P16070	SP(Sec/SPI)	0.986671	0.013329	CS pos: 20-21. SLA-QI. Pr: 0.9476
Q9NPF2	OTHER	0.001479	0.998521	
Q9Y678	OTHER	0.000856	0.999144	
P29400	SP(Sec/SPI)	0.999809	0.000191	CS pos: 26-27. AEA-AA. Pr: 0.9770
A5X5Y0	SP(Sec/SPI)	0.763289	0.236711	CS pos: 27-28. GVT-FT. Pr: 0.3292
Q8WV28	OTHER	0.000165	0.999835	
P55008	OTHER	0.000767	0.999233	
Q5K131	OTHER	0.018963	0.981037	
Q9BR76	OTHER	0.001073	0.998927	
Q9H251	SP(Sec/SPI)	0.986128	0.013872	CS pos: 23-24. CWG-QV. Pr: 0.9248
P38936	OTHER	0.001162	0.998838	
Q96DZ9	OTHER	0.000433	0.999567	
Q9UEY8	OTHER	0.000222	0.999778	
Q8IY22	OTHER	0.002734	0.997266	
Q9UHB7	OTHER	0.000511	0.999489	
Q9NX76	OTHER	0.025203	0.974797	
Q9NQ11	OTHER	0.000978	0.999022	
Q96N68	OTHER	0.002243	0.997757	
Q96FZ5	OTHER	0.002556	0.997444	
Q8NAA6	OTHER	0.001364	0.998636	
Q3LIE5	OTHER	0.000932	0.999068	
P0C0L4	SP(Sec/SPI)	0.689987	0.310013	CS pos: 17-18. TLS-LQ. Pr: 0.2427
P01009	SP(Sec/SPI)	0.997154	0.002846	CS pos: 24-25. SLA-ED. Pr: 0.9321
Q8WU67	OTHER	0.001509	0.998491	
P11171	OTHER	0.001177	0.998823	
O60678	OTHER	0.004833	0.995167	
P61769	SP(Sec/SPI)	0.994956	0.005044	CS pos: 20-21. LEA-IQ. Pr: 0.8824
P49336	OTHER	0.001037	0.998963	
A6NNL5	OTHER	0.010203	0.989797	
Q9BZZ5	OTHER	0.000396	0.999604	
P0C0L5	SP(Sec/SPI)	0.689987	0.310013	CS pos: 17-18. TLS-LQ. Pr: 0.2427
H3BRN8	OTHER	0.001279	0.998721	
Q9UBF2	OTHER	0.000782	0.999218	
Q9BVC5	OTHER	0.000652	0.999348	
Q32NC0	OTHER	0.003382	0.996618	
Q9HD36	OTHER	0.001391	0.998609	
Q4VNC1	OTHER	0.000431	0.999569	
Q9UEE9	OTHER	0.000314	0.999686	
P50406	OTHER	0.027923	0.972077	
Q6UXZ3	SP(Sec/SPI)	0.998887	0.001113	CS pos: 18-19. SIA-AK. Pr: 0.7072
P49918	OTHER	0.000285	0.999715	
P02647	SP(Sec/SPI)	0.998137	0.001863	CS pos: 18-19. SQA-RH. Pr: 0.9840
O95831	OTHER	0.000754	0.999246	
Q13901	OTHER	0.000366	0.999634	
Q9Y478	OTHER	0.000751	0.999249	
P53674	OTHER	0.001577	0.998423	
P13798	OTHER	0.002424	0.997576	
Q8TCD1	OTHER	0.111584	0.888416	
O00203	OTHER	0.000804	0.999196	
Q8N8V4	OTHER	0.001359	0.998641	
P11712	SP(Sec/SPI)	0.918910	0.081090	CS pos: 25-26. SSG-RG. Pr: 0.7348
Q16548	OTHER	0.000847	0.999153	
O00468	SP(Sec/SPI)	0.989124	0.010876	CS pos: 29-30. AGG-TC. Pr: 0.5062
Q16515	OTHER	0.001339	0.998661	
O15432	OTHER	0.019329	0.980671	
Q9NS00	OTHER	0.217107	0.782893	
P50993	OTHER	0.000874	0.999126	
Q7L211	OTHER	0.000910	0.999090	
Q5BKT4	OTHER	0.341425	0.658575	
Q5U4P2	OTHER	0.003133	0.996867	
Q96IU4	OTHER	0.000416	0.999584	
P46100	OTHER	0.000328	0.999672	
P51686	OTHER	0.001612	0.998388	
Q06481	SP(Sec/SPI)	0.951519	0.048481	CS pos: 31-32. ALA-GY. Pr: 0.4499
Q53FE4	OTHER	0.002059	0.997941	
P42127	SP(Sec/SPI)	0.972519	0.027481	CS pos: 22-23. ANS-HL. Pr: 0.8574
P06727	SP(Sec/SPI)	0.995979	0.004021	CS pos: 20-21. ARA-EV. Pr: 0.7324
P07333	SP(Sec/SPI)	0.997902	0.002098	CS pos: 19-20. GQG-IP. Pr: 0.9438
Q9P2I0	OTHER	0.001746	0.998254	
Q96LZ3	OTHER	0.000248	0.999752	
Q6Q788	SP(Sec/SPI)	0.978823	0.021177	CS pos: 23-24. TQA-RK. Pr: 0.8135
Q9BXJ5	SP(Sec/SPI)	0.965063	0.034937	CS pos: 15-16. CAA-DP. Pr: 0.8077
P50747	OTHER	0.000339	0.999661	
Q9UJX6	OTHER	0.001579	0.998421	
Q8N8P7	SP(Sec/SPI)	0.899962	0.100038	CS pos: 21-22. VTG-AW. Pr: 0.2447
P08519	SP(Sec/SPI)	0.991479	0.008521	CS pos: 19-20. AAP-EQ. Pr: 0.5982
Q9BXJ0	SP(Sec/SPI)	0.999289	0.000711	CS pos: 15-16. AAG-SP. Pr: 0.8313
Q9BXI9	OTHER	0.395690	0.604310	
P07316	OTHER	0.005289	0.994711	
Q8WWI5	OTHER	0.060202	0.939798	
Q9NQ90	OTHER	0.001024	0.998976	
Q19T08	SP(Sec/SPI)	0.894467	0.105533	CS pos: 23-24. GHN-SQ. Pr: 0.4422
Q0VD83	OTHER	0.009443	0.990557	
Q9HAW0	OTHER	0.001386	0.998614	
Q4KMQ2	OTHER	0.000530	0.999470	
P02748	SP(Sec/SPI)	0.872465	0.127535	CS pos: 21-22. LTA-QY. Pr: 0.4851
Q6IBW4	OTHER	0.000427	0.999573	
O75638	OTHER	0.006074	0.993926	
Q8WTT0	OTHER	0.012388	0.987612	
Q8NBC4	OTHER	0.000730	0.999270	
P0DML2	SP(Sec/SPI)	0.995174	0.004826	CS pos: 26-27. AGA-VQ. Pr: 0.8859
Q9Y534	OTHER	0.000695	0.999305	
Q9Y696	OTHER	0.000870	0.999130	
A8K7I4	SP(Sec/SPI)	0.974812	0.025188	CS pos: 21-22. ALS-NS. Pr: 0.7905
P02489	OTHER	0.000208	0.999792	
Q8TD26	OTHER	0.000838	0.999162	
Q8N556	OTHER	0.000459	0.999541	
Q00587	OTHER	0.002256	0.997744	
Q8NEQ5	OTHER	0.000210	0.999790	
Q9UBN1	OTHER	0.146353	0.853647	
Q96GE4	OTHER	0.000574	0.999426	
P61981	OTHER	0.000501	0.999499	
Q9P000	OTHER	0.000879	0.999121	
Q8TDM0	OTHER	0.032981	0.967019	
Q86VW2	OTHER	0.003212	0.996788	
Q9HA82	OTHER	0.002149	0.997851	
Q7Z6A9	SP(Sec/SPI)	0.710630	0.289370	CS pos: 30-31. IHG-KE. Pr: 0.6516
Q6PIY5	OTHER	0.000805	0.999195	
Q8NFW1	SP(Sec/SPI)	0.995019	0.004981	CS pos: 27-28. CQA-QR. Pr: 0.8441
O15467	SP(Sec/SPI)	0.996529	0.003471	CS pos: 23-24. SRS-QP. Pr: 0.5976
Q92934	OTHER	0.001085	0.998915	
Q16790	SP(Sec/SPI)	0.877461	0.122539	CS pos: 37-38. VHP-QR. Pr: 0.7958
Q9Y5Z6	OTHER	0.474183	0.525817	
Q8NFM4	OTHER	0.002181	0.997819	
H3BU77	OTHER	0.001957	0.998043	
Q8IV13	OTHER	0.000557	0.999443	
Q96S94	OTHER	0.005061	0.994939	
P39060	SP(Sec/SPI)	0.980879	0.019121	CS pos: 23-24. ARA-NL. Pr: 0.8850
A0PJX0	OTHER	0.000517	0.999483	
Q9H0F7	OTHER	0.003966	0.996034	
Q13510	SP(Sec/SPI)	0.997895	0.002105	CS pos: 21-22. AVA-QH. Pr: 0.7703
O95400	OTHER	0.000497	0.999503	
Q99965	SP(Sec/SPI)	0.736914	0.263086	CS pos: 16-17. LRM-DS. Pr: 0.1709
Q9BYV8	OTHER	0.000670	0.999330	
Q9Y235	OTHER	0.000818	0.999182	
Q9Y305	OTHER	0.004650	0.995350	
O43174	OTHER	0.091120	0.908880	
P05549	OTHER	0.004255	0.995745	
Q9BV73	OTHER	0.000704	0.999296	
Q8N5M1	OTHER	0.001044	0.998956	
O95972	SP(Sec/SPI)	0.582067	0.417933	CS pos: 25-26. AQM-AE. Pr: 0.2720
Q99618	OTHER	0.000994	0.999006	
Q9HC96	OTHER	0.003853	0.996147	
P14060	OTHER	0.003170	0.996830	
P31941	OTHER	0.000905	0.999095	
Q3KP44	OTHER	0.002334	0.997666	
A8MXV6	OTHER	0.001548	0.998452	
Q9HAZ1	OTHER	0.000816	0.999184	
Q96AK3	OTHER	0.000351	0.999649	
Q9BWT1	OTHER	0.000425	0.999575	
Q9NR48	OTHER	0.000936	0.999064	
Q8N6Q3	SP(Sec/SPI)	0.997535	0.002465	CS pos: 21-22. VQA-LL. Pr: 0.9878
P20813	SP(Sec/SPI)	0.705279	0.294721	CS pos: 22-23. VQR-HP. Pr: 0.3242
A8MY62	OTHER	0.002325	0.997675	
Q8TDX5	OTHER	0.000999	0.999001	
Q3L8U1	OTHER	0.000246	0.999754	
Q9Y3E2	OTHER	0.409368	0.590632	
P20848	SP(Sec/SPI)	0.984575	0.015425	CS pos: 24-25. SLV-ED. Pr: 0.3616
P10645	SP(Sec/SPI)	0.998741	0.001259	CS pos: 18-19. VTA-LP. Pr: 0.9630
Q9HC16	OTHER	0.000765	0.999235	
Q00534	OTHER	0.000466	0.999534	
Q8IZS7	OTHER	0.001256	0.998744	
P12644	SP(Sec/SPI)	0.984784	0.015216	CS pos: 24-25. SHA-SL. Pr: 0.8540
Q9Y679	OTHER	0.002096	0.997904	
Q7Z624	OTHER	0.000734	0.999266	
P29016	SP(Sec/SPI)	0.980937	0.019063	CS pos: 18-19. GNS-EH. Pr: 0.8214
Q8TB40	OTHER	0.000522	0.999478	
Q7LBR1	OTHER	0.000956	0.999044	
Q8N118	OTHER	0.040894	0.959106	
Q9Y3A0	OTHER	0.001336	0.998664	
Q9H972	OTHER	0.016107	0.983893	
Q92625	OTHER	0.000778	0.999222	
Q92828	OTHER	0.001621	0.998379	
P0DN25	OTHER	0.038242	0.961758	
Q5RI15	OTHER	0.000913	0.999087	
P18545	OTHER	0.001999	0.998001	
P34969	OTHER	0.003606	0.996394	
Q9BXK5	OTHER	0.001781	0.998219	
Q8TCG1	OTHER	0.021397	0.978603	
P08697	SP(Sec/SPI)	0.963358	0.036642	CS pos: 21-22. CSV-FS. Pr: 0.2865
Q9Y3L3	OTHER	0.000667	0.999333	
P15812	SP(Sec/SPI)	0.870970	0.129030	CS pos: 15-16. CPG-EN. Pr: 0.2736
Q7Z7M1	OTHER	0.005851	0.994149	
Q96EU7	OTHER	0.050221	0.949779	
P78314	OTHER	0.000590	0.999410	
O43741	OTHER	0.001505	0.998495	
Q8N0Z2	OTHER	0.012161	0.987839	
P57737	OTHER	0.000956	0.999044	
Q13367	OTHER	0.001365	0.998635	
P09543	OTHER	0.000620	0.999380	
J3KSC0	OTHER	0.001541	0.998459	
P10632	SP(Sec/SPI)	0.641583	0.358417	CS pos: 24-25. QSC-RR. Pr: 0.1709
Q15642	OTHER	0.000286	0.999714	
P19397	OTHER	0.006270	0.993730	
P26998	OTHER	0.000994	0.999006	
Q9UHX3	SP(Sec/SPI)	0.999563	0.000437	CS pos: 23-24. AET-QD. Pr: 0.8562
P12235	OTHER	0.005498	0.994502	
O14965	OTHER	0.000794	0.999206	
P51685	OTHER	0.000131	0.999869	
P32248	SP(Sec/SPI)	0.977956	0.022044	CS pos: 24-25. CLC-QD. Pr: 0.9175
Q07021	OTHER	0.003133	0.996867	
Q5ZPR3	SP(Sec/SPI)	0.793883	0.206117	CS pos: 28-29. TGA-LE. Pr: 0.6497
Q9HD87	OTHER	0.000079	0.999921	
