Q6ZS62	len=124	ExpAA=23.82	First60=1.39	PredHel=1	Topology=o75-97i
Q9UHV5	len=662	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Q96EH5	len=51	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
P82980	len=135	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Q07960	len=439	ExpAA=14.13	First60=0.00	PredHel=0	Topology=o
P0DJD3	len=496	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A7KAX9	len=2087	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P29074	len=926	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q02127	len=395	ExpAA=19.53	First60=19.50	PredHel=1	Topology=i13-32o
Q96T37	len=977	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q14498	len=530	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
Q5JPH6	len=523	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
A0A286YFK9	len=51	ExpAA=21.37	First60=21.37	PredHel=1	Topology=o15-36i
P35498	len=2009	ExpAA=478.29	First60=0.00	PredHel=19	Topology=i125-147o190-212i219-241o251-273i401-423o764-786i799-821o886-908i969-991o1218-1237i1258-1280o1347-1369i1418-1440o1460-1482i1542-1561o1571-1593i1600-1622o1673-1695i1763-1785o
Q8N7X8	len=197	ExpAA=22.36	First60=0.00	PredHel=1	Topology=o116-138i
Q14162	len=830	ExpAA=1.66	First60=0.00	PredHel=0	Topology=o
P0DPH8	len=450	ExpAA=2.50	First60=0.00	PredHel=0	Topology=o
P23497	len=879	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N7M0	len=179	ExpAA=1.62	First60=0.00	PredHel=0	Topology=o
O15255	len=209	ExpAA=0.95	First60=0.00	PredHel=0	Topology=o
Q6PJG2	len=1045	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P30084	len=290	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Q49A26	len=553	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
Q8NEG7	len=585	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q8N8S7	len=591	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q2WGJ9	len=1857	ExpAA=27.53	First60=0.00	PredHel=1	Topology=o1824-1846i
O95677	len=639	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
A0AVI2	len=2057	ExpAA=20.90	First60=0.00	PredHel=1	Topology=o1962-1981i
Q8IW92	len=636	ExpAA=19.88	First60=19.22	PredHel=1	Topology=i13-32o
Q7L622	len=706	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
Q6UWP2	len=260	ExpAA=12.76	First60=12.74	PredHel=1	Topology=i13-32o
Q06546	len=454	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
P25686	len=324	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O95834	len=649	ExpAA=17.25	First60=0.00	PredHel=1	Topology=i71-93o
Q8WWF6	len=145	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q07864	len=2286	ExpAA=0.99	First60=0.00	PredHel=0	Topology=o
Q9BSW2	len=395	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H706	len=876	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96T75	len=97	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Q9Y6B2	len=187	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P59020	len=149	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BQL6	len=677	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
P21695	len=349	ExpAA=0.88	First60=0.79	PredHel=0	Topology=o
A6NFK2	len=248	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9NRD9	len=1551	ExpAA=137.63	First60=1.36	PredHel=6	Topology=o594-616i1044-1066o1081-1103i1149-1171o1186-1208i1221-1243o
Q15528	len=200	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q7Z7A3	len=348	ExpAA=0.45	First60=0.44	PredHel=0	Topology=o
Q9NZH0	len=403	ExpAA=170.62	First60=21.87	PredHel=8	Topology=i13-32o57-79i92-114o124-142i163-185o200-222i234-256o271-290i
P58505	len=322	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NZD1	len=345	ExpAA=155.09	First60=23.93	PredHel=7	Topology=o22-44i64-83o93-115i122-144o170-192i205-224o244-266i
Q9H6R0	len=707	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q9H5Z6	len=455	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
P59091	len=139	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q9H2U1	len=1008	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
P43694	len=442	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
P60228	len=445	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q96T76	len=1030	ExpAA=0.30	First60=0.14	PredHel=0	Topology=o
Q9H7P6	len=319	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8N8K9	len=716	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9ULG3	len=409	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Q8NC69	len=237	ExpAA=0.34	First60=0.15	PredHel=0	Topology=o
Q63HM1	len=303	ExpAA=4.49	First60=0.00	PredHel=0	Topology=o
P81172	len=84	ExpAA=21.77	First60=21.72	PredHel=1	Topology=o5-27i
O14686	len=5537	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P51582	len=365	ExpAA=133.90	First60=21.03	PredHel=6	Topology=o40-62i75-97o112-131i151-173o200-222i247-269o
P23276	len=732	ExpAA=21.19	First60=13.14	PredHel=1	Topology=i48-67o
Q9Y4G2	len=1056	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9GZM6	len=311	ExpAA=149.86	First60=25.49	PredHel=7	Topology=o29-51i58-77o92-114i135-157o200-222i243-260o275-292i
Q9HBI1	len=364	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
A6NKN8	len=68	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q2M3A8	len=158	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9Y2A7	len=1128	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
Q8N4L2	len=257	ExpAA=42.63	First60=0.00	PredHel=2	Topology=o193-212i225-247o
Q9NS91	len=495	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
Q9BRX8	len=229	ExpAA=36.57	First60=22.19	PredHel=1	Topology=o10-32i
P62834	len=184	ExpAA=2.30	First60=2.27	PredHel=0	Topology=o
Q5UIP0	len=2472	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
P49207	len=117	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
P11234	len=206	ExpAA=1.73	First60=1.72	PredHel=0	Topology=o
P0DPB6	len=133	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9ULC3	len=237	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Q59GN2	len=51	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Q6PCD5	len=774	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q92834	len=1020	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q68EM7	len=881	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P20742	len=1482	ExpAA=3.04	First60=3.03	PredHel=0	Topology=o
Q14CB8	len=494	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O43251	len=390	ExpAA=8.64	First60=0.00	PredHel=0	Topology=o
Q9BZQ4	len=307	ExpAA=0.68	First60=0.67	PredHel=0	Topology=o
Q9Y664	len=436	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q13126	len=283	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9H649	len=340	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q9GZK7	len=315	ExpAA=152.94	First60=23.44	PredHel=7	Topology=o27-49i62-84o99-121i142-164o201-223i244-266o276-293i
Q92832	len=810	ExpAA=7.07	First60=7.06	PredHel=0	Topology=o
Q99574	len=410	ExpAA=0.94	First60=0.14	PredHel=0	Topology=o
Q12972	len=351	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9Y3C6	len=166	ExpAA=0.31	First60=0.30	PredHel=0	Topology=o
Q9H361	len=631	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q969W9	len=287	ExpAA=22.68	First60=19.41	PredHel=1	Topology=o41-63i
O43808	len=307	ExpAA=117.77	First60=20.60	PredHel=5	Topology=o10-30i67-86o106-125i164-186o201-223i
Q6PCE3	len=622	ExpAA=0.52	First60=0.00	PredHel=0	Topology=o
Q2L4Q9	len=553	ExpAA=1.59	First60=1.59	PredHel=0	Topology=o
Q8IY17	len=1375	ExpAA=23.47	First60=3.32	PredHel=1	Topology=i58-80o
Q92597	len=394	ExpAA=0.93	First60=0.00	PredHel=0	Topology=o
Q8NBR0	len=393	ExpAA=27.69	First60=0.00	PredHel=1	Topology=o310-329i
P0DJD9	len=388	ExpAA=0.93	First60=0.89	PredHel=0	Topology=o
O75626	len=825	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P48681	len=1621	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P36507	len=400	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13562	len=356	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P54277	len=932	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
Q99463	len=290	ExpAA=133.07	First60=23.13	PredHel=6	Topology=o39-61i73-95o110-132i153-175o214-236i259-278o
Q9ULP0	len=352	ExpAA=14.49	First60=0.03	PredHel=0	Topology=o
P67775	len=309	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
P61580	len=75	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Q08493	len=712	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NGQ3	len=325	ExpAA=138.25	First60=20.84	PredHel=6	Topology=i40-62o116-138i159-181o211-233i254-276o286-305i
P58173	len=313	ExpAA=153.25	First60=22.99	PredHel=7	Topology=o27-49i61-83o98-120i140-162o204-226i238-260o275-292i
E7EW31	len=1015	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N183	len=169	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A8CG34	len=1229	ExpAA=29.15	First60=23.20	PredHel=1	Topology=i36-58o
O95158	len=308	ExpAA=0.91	First60=0.01	PredHel=0	Topology=o
E9PAV3	len=2078	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9Y239	len=953	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O75414	len=186	ExpAA=0.08	First60=0.02	PredHel=0	Topology=o
Q58A44	len=107	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q01453	len=160	ExpAA=91.00	First60=23.17	PredHel=4	Topology=i2-24o68-90i97-119o134-156i
P29122	len=969	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
O60361	len=137	ExpAA=0.15	First60=0.11	PredHel=0	Topology=o
Q8NGY6	len=317	ExpAA=143.47	First60=27.22	PredHel=7	Topology=o26-48i61-78o98-120i140-162o196-218i238-260o275-292i
Q9UKK3	len=1724	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P07197	len=916	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8TCY5	len=172	ExpAA=22.81	First60=22.15	PredHel=1	Topology=o38-60i
Q6ZUT1	len=292	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H346	len=318	ExpAA=167.06	First60=25.62	PredHel=8	Topology=o30-52i59-81o101-123i143-165o185-207i214-231o241-263i276-298o
Q6P2Q9	len=2335	ExpAA=0.86	First60=0.00	PredHel=0	Topology=o
Q5T6S3	len=580	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q86T03	len=277	ExpAA=43.54	First60=0.01	PredHel=2	Topology=i212-234o244-266i
P41146	len=370	ExpAA=154.56	First60=7.40	PredHel=7	Topology=o54-76i89-108o113-135i169-191o211-233i262-284o299-321i
Q9NWT1	len=392	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q86VE0	len=399	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q92968	len=403	ExpAA=20.56	First60=0.00	PredHel=0	Topology=o
P07814	len=1512	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P62945	len=25	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Q96D15	len=328	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96QR8	len=312	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q5R372	len=815	ExpAA=9.19	First60=0.00	PredHel=0	Topology=o
Q93062	len=196	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9HCK4	len=1378	ExpAA=21.94	First60=0.03	PredHel=1	Topology=o860-882i
Q13342	len=867	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P36402	len=384	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O00241	len=398	ExpAA=22.36	First60=0.25	PredHel=1	Topology=o372-394i
P31040	len=664	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q495M3	len=483	ExpAA=228.46	First60=2.23	PredHel=10	Topology=o84-106i148-170o201-218i225-247o262-284i297-319o344-366i379-401o406-428i441-463o
P18827	len=310	ExpAA=30.12	First60=7.56	PredHel=1	Topology=o254-276i
Q96QD8	len=506	ExpAA=238.29	First60=0.00	PredHel=9	Topology=i69-91o101-123i189-211o215-237i330-352o372-394i415-434o439-461i473-495o
Q8TCJ2	len=826	ExpAA=258.44	First60=0.01	PredHel=10	Topology=o66-85i134-156o171-189i196-218o260-282i289-311o321-340i352-374o411-433i440-462o
P84550	len=965	ExpAA=0.10	First60=0.01	PredHel=0	Topology=o
Q8NER1	len=839	ExpAA=143.11	First60=0.00	PredHel=6	Topology=i434-456o471-493i514-533o537-559i580-599o658-680i
P55854	len=103	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A8MU46	len=494	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q92519	len=343	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Q14160	len=1630	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96EX1	len=92	ExpAA=20.93	First60=20.93	PredHel=1	Topology=o15-34i
P51170	len=649	ExpAA=42.52	First60=6.45	PredHel=2	Topology=i54-76o536-558i
O14498	len=428	ExpAA=1.80	First60=0.00	PredHel=0	Topology=o
Q3LI66	len=62	ExpAA=0.48	First60=0.47	PredHel=0	Topology=i
Q9UIL4	len=384	ExpAA=0.12	First60=0.02	PredHel=0	Topology=o
O60682	len=206	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q76FK4	len=1167	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9UKL6	len=214	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
P04000	len=364	ExpAA=159.24	First60=5.55	PredHel=7	Topology=o55-77i90-112o127-149i169-191o221-243i270-292o302-324i
Q5T2D3	len=398	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q14994	len=352	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
P0DQD5	len=375	ExpAA=155.59	First60=19.82	PredHel=7	Topology=o40-62i75-97o117-137i158-180o213-235i263-282o302-324i
Q8N8M0	len=369	ExpAA=5.83	First60=0.00	PredHel=0	Topology=o
Q8NFA2	len=376	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O96028	len=1365	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q7Z2Y5	len=1582	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Q5VZY2	len=271	ExpAA=120.58	First60=27.56	PredHel=6	Topology=i7-24o49-71i83-105o141-163i176-193o203-222i
Q8WTR8	len=489	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P04070	len=461	ExpAA=4.03	First60=0.44	PredHel=0	Topology=o
Q96MG7	len=304	ExpAA=0.44	First60=0.00	PredHel=0	Topology=o
P54845	len=237	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NXX6	len=385	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9ULW6	len=460	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P0CAP1	len=466	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NGR3	len=316	ExpAA=154.23	First60=23.83	PredHel=7	Topology=o28-50i62-84o99-121i142-164o205-227i239-261o271-293i
Q8NGR2	len=347	ExpAA=144.47	First60=4.87	PredHel=6	Topology=i64-86o96-115i128-145o235-257i278-300o310-329i
O14753	len=267	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A6NHN6	len=443	ExpAA=12.17	First60=9.54	PredHel=0	Topology=o
Q969Q6	len=453	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q99983	len=421	ExpAA=0.10	First60=0.07	PredHel=0	Topology=o
Q68CQ1	len=1323	ExpAA=6.03	First60=0.00	PredHel=0	Topology=o
Q8NGX2	len=323	ExpAA=153.15	First60=24.08	PredHel=7	Topology=o27-49i61-83o98-120i140-162o197-219i239-258o273-292i
Q99935	len=248	ExpAA=0.13	First60=0.11	PredHel=0	Topology=o
Q8N146	len=312	ExpAA=138.72	First60=23.46	PredHel=6	Topology=i28-50o98-120i140-162o199-221i241-260o275-292i
O00487	len=310	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q6ZRT6	len=265	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q9H093	len=628	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8N565	len=214	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O43677	len=76	ExpAA=11.26	First60=11.21	PredHel=0	Topology=o
Q6PF18	len=240	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P61599	len=178	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
Q9NV56	len=204	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q92823	len=1304	ExpAA=35.31	First60=12.51	PredHel=1	Topology=o1168-1190i
A0A1B0GTQ4	len=84	ExpAA=3.96	First60=3.96	PredHel=0	Topology=o
Q9Y5G6	len=932	ExpAA=32.25	First60=9.27	PredHel=1	Topology=o692-714i
P08237	len=780	ExpAA=2.24	First60=0.53	PredHel=0	Topology=o
Q70IA8	len=216	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Q8IUG5	len=2567	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13402	len=2215	ExpAA=2.84	First60=0.00	PredHel=0	Topology=o
P28069	len=291	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q9UBD5	len=711	ExpAA=0.53	First60=0.00	PredHel=0	Topology=o
P0DKB6	len=136	ExpAA=34.07	First60=21.67	PredHel=2	Topology=i20-42o52-74i
Q5T9C9	len=394	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13772	len=614	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9UKX3	len=1938	ExpAA=0.41	First60=0.00	PredHel=0	Topology=o
Q96HC4	len=596	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q6ZR37	len=379	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q5H9M0	len=696	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13526	len=163	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96KN8	len=279	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H720	len=699	ExpAA=196.82	First60=27.47	PredHel=9	Topology=o39-61i91-113o123-140i195-214o237-259i272-294o317-339i351-368o395-412i
Q86TC9	len=1320	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P31930	len=480	ExpAA=0.12	First60=0.01	PredHel=0	Topology=o
Q96Q06	len=1357	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O43312	len=755	ExpAA=0.07	First60=0.01	PredHel=0	Topology=o
Q7Z5A4	len=293	ExpAA=0.30	First60=0.06	PredHel=0	Topology=o
Q08257	len=329	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Q99541	len=437	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Q9NX57	len=234	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q969X0	len=211	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9Y6I8	len=212	ExpAA=25.36	First60=0.37	PredHel=0	Topology=o
P43351	len=418	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P52435	len=117	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P49758	len=472	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
W6CW81	len=113	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q05823	len=741	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Q96BH1	len=459	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9NQ39	len=176	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q969K3	len=372	ExpAA=0.07	First60=0.06	PredHel=0	Topology=o
Q9H0H5	len=632	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A6NKH3	len=93	ExpAA=0.59	First60=0.09	PredHel=0	Topology=i
O94761	len=1208	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q6ZS11	len=566	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q01201	len=579	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P07949	len=1114	ExpAA=30.26	First60=20.34	PredHel=1	Topology=i13-32o
Q9BYZ6	len=727	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Q9HAU8	len=725	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Q9NWS8	len=449	ExpAA=6.55	First60=0.00	PredHel=0	Topology=o
Q6ZWT7	len=520	ExpAA=150.19	First60=24.53	PredHel=6	Topology=i26-43o58-80i101-120o369-391i412-434o444-463i
P43356	len=314	ExpAA=0.92	First60=0.00	PredHel=0	Topology=o
Q8N653	len=840	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
P26012	len=769	ExpAA=22.51	First60=0.41	PredHel=1	Topology=o682-704i
Q9H1H9	len=1805	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O00515	len=517	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9Y3E1	len=203	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NZV8	len=630	ExpAA=141.71	First60=10.93	PredHel=6	Topology=o182-204i225-247o257-279i325-344o354-373i385-407o
Q5JSJ4	len=861	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8N743	len=410	ExpAA=22.94	First60=0.70	PredHel=1	Topology=o321-343i
Q9UQ05	len=1017	ExpAA=130.83	First60=0.01	PredHel=6	Topology=o228-250i263-280o314-336i357-379o425-447i454-476o
A0A087WSY6	len=115	ExpAA=0.21	First60=0.20	PredHel=0	Topology=o
P48050	len=445	ExpAA=64.60	First60=1.35	PredHel=3	Topology=i59-81o120-142i149-171o
O00634	len=580	ExpAA=0.22	First60=0.11	PredHel=0	Topology=o
Q9NPP4	len=1024	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8NH72	len=309	ExpAA=142.24	First60=25.46	PredHel=6	Topology=o24-46i59-81o96-118i138-160o192-214i235-257o
O76074	len=875	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8NGF8	len=309	ExpAA=152.93	First60=25.75	PredHel=7	Topology=o24-46i59-81o96-118i139-161o201-223i236-258o268-287i
Q68D85	len=454	ExpAA=39.85	First60=17.38	PredHel=2	Topology=i5-22o262-284i
Q9NPE3	len=64	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NGS3	len=322	ExpAA=150.80	First60=23.80	PredHel=7	Topology=o26-48i61-83o98-120i141-163o197-219i240-262o272-294i
P0C7T3	len=313	ExpAA=147.80	First60=24.22	PredHel=6	Topology=o30-52i64-86o101-123i143-165o203-225i245-267o
Q99743	len=824	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Q86YC2	len=1186	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Q96PY6	len=1258	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q8N127	len=324	ExpAA=152.94	First60=24.48	PredHel=7	Topology=o27-49i61-83o98-120i140-162o206-228i241-263o273-292i
O95478	len=260	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O43347	len=362	ExpAA=4.27	First60=0.00	PredHel=0	Topology=o
Q6BCY4	len=276	ExpAA=0.20	First60=0.03	PredHel=0	Topology=o
Q9Y217	len=621	ExpAA=0.43	First60=0.42	PredHel=0	Topology=o
Q5JRX3	len=1037	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q8N945	len=189	ExpAA=1.50	First60=0.00	PredHel=0	Topology=o
Q8NGP3	len=310	ExpAA=136.84	First60=24.85	PredHel=6	Topology=i25-47o90-112i142-164o200-222i235-257o272-291i
Q9Y5B8	len=376	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8NDX1	len=1056	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O43676	len=98	ExpAA=16.42	First60=0.02	PredHel=1	Topology=o66-88i
Q8NGE2	len=309	ExpAA=153.53	First60=24.93	PredHel=7	Topology=o24-46i59-81o96-118i138-160o198-220i241-258o273-290i
Q15390	len=333	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q12980	len=569	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Q96EY7	len=689	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O96013	len=591	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
P41222	len=190	ExpAA=0.39	First60=0.38	PredHel=0	Topology=o
P28360	len=303	ExpAA=19.93	First60=0.01	PredHel=0	Topology=o
P30989	len=418	ExpAA=134.39	First60=0.02	PredHel=6	Topology=i66-88o108-130i188-207o237-259i304-326o341-363i
P10242	len=640	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8IZQ8	len=938	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P55771	len=341	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P23511	len=347	ExpAA=0.47	First60=0.00	PredHel=0	Topology=o
Q99755	len=562	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q00325	len=362	ExpAA=59.96	First60=0.02	PredHel=2	Topology=o262-284i314-333o
Q86SM8	len=312	ExpAA=157.37	First60=24.40	PredHel=7	Topology=o27-49i58-80o95-117i137-159o179-201i214-236o251-273i
O95747	len=527	ExpAA=0.07	First60=0.01	PredHel=0	Topology=o
Q9NTK5	len=396	ExpAA=0.09	First60=0.09	PredHel=0	Topology=o
Q9BZM1	len=189	ExpAA=0.60	First60=0.59	PredHel=0	Topology=o
P01111	len=189	ExpAA=0.62	First60=0.59	PredHel=0	Topology=o
Q14088	len=237	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9BR26	len=566	ExpAA=129.71	First60=11.31	PredHel=6	Topology=o49-71i84-106o121-143i228-250o305-327i340-362o
Q9UBK7	len=228	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q8IZ40	len=523	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q3KNS1	len=767	ExpAA=175.24	First60=0.00	PredHel=8	Topology=o137-159i295-317o381-403i416-438o443-465i486-505o515-537i603-625o
Q9Y5Y6	len=855	ExpAA=22.99	First60=5.89	PredHel=1	Topology=i55-77o
